Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
GORO,Gold Resource Corporation,3.41,223645774.11,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/goro,
GSV,Gold Standard Ventures Corporation,0.8107,224931054.6802,,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/gsv,
AUMN,Golden Minerals Company,0.242,25627141.518000003,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/aumn,
GSS,"Golden Star Resources, Ltd",2.92,317891672.12,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gss,
GV,Goldfield Corporation (The),2.2,53949574.8,,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/gv,
GDP,Goodrich Petroleum Corporation,9.6,118115692.8,,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/gdp,
GTE,Gran Tierra Energy Inc.,1.11,422881924.77,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/gte,
GPL,Great Panther Mining Limited,0.7009,218234863.5894,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/gpl,
SIM,"Grupo Simec, S.A. de C.V.",9.49,1562393058.72,,1993.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sim,
AIM,"Hemispherx BioPharma, Inc.",0.59,2855116.79,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aim,
HLM^,Hillman Group Capital Trust,34.8,0.0,,,,,https://old.nasdaq.com/symbol/hlm^,
HMG,"HMG/Courtland Properties, Inc.",13.17,13345055.64,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hmg,
HUSA,Houston American Energy Corporation,0.1837,11557008.6148,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/husa,
IBIO,"iBio, Inc.",0.5412,13071308.646,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ibio,
IBO,IBO (Listing Market - NYSE Amex Network B F),24.84,0.0,,,,,https://old.nasdaq.com/symbol/ibo,
IEC,IEC Electronics Corp.,6.65,68724976.95,,,Technology,Electrical Products,https://old.nasdaq.com/symbol/iec,
IMH,"Impac Mortgage Holdings, Inc.",7.75,164155516.75,,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/imh,
IMO,Imperial Oil Limited,24.88,18810951761.84,,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/imo,
IOR,"Income Opportunity Realty Investors, Inc.",11.55,48142871.7,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ior,
IGC,India Globalization Capital Inc.,0.935,36943165.545,,,Technology,Electronic Components,https://old.nasdaq.com/symbol/igc,
INFU,"InfuSystems Holdings, Inc.",6.35,125619179.8,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/infu,
IHT,InnSuites Hospitality Trust,1.6,14902544.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/iht,
NSPR,InspireMD Inc.,1.21,2345307.91,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nspr,
NSPR.WS,InspireMD Inc.,,0.0,,,,,https://old.nasdaq.com/symbol/nspr.ws,
NSPR.WS.B,InspireMD Inc.,,0.0,,,,,https://old.nasdaq.com/symbol/nspr.ws.b,
IDN,"Intellicheck, Inc.",4.82,76547104.44,,1999.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/idn,
INS,Intelligent Systems Corporation,46.3,409800744.4,,1992.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ins,
THM,International Tower Hill Mines Ltd,0.5776,108342552.3696,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/thm,
INTT,inTest Corporation,4.56,48382571.28,,1997.0,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/intt,
INUV,"Inuvo, Inc",0.31,15177396.95,,,Consumer Services,Advertising,https://old.nasdaq.com/symbol/inuv,
VKI,Invesco Advantage Municipal Income Trust II,11.3,501624526.3,,,,,https://old.nasdaq.com/symbol/vki,
ISR,"IsoRay, Inc.",0.3201,21570913.8447,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/isr,
ISDR,Issuer Direct Corporation,10.19,39359567.92,,,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/isdr,
ITP,"IT Tech Packaging, Inc.",0.56,12350696.96,,,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/itp,
KIQ,Kelso Technologies Inc,0.7249,34193595.3414,,,Capital Goods,Railroads,https://old.nasdaq.com/symbol/kiq,
LTS,Ladenburg Thalmann Financial Services Inc,2.1,311955777.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/lts,
LTS^A,Ladenburg Thalmann Financial Services Inc,24.75,0.0,,,,,https://old.nasdaq.com/symbol/lts^a,
LTSH,Ladenburg Thalmann Financial Services Inc,26.05,0.0,,2019.0,,,https://old.nasdaq.com/symbol/ltsh,
LTSK,Ladenburg Thalmann Financial Services Inc,25.4,0.0,,2018.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ltsk,
LTSL,Ladenburg Thalmann Financial Services Inc,24.24,0.0,,2017.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ltsl,
LTSF,Ladenburg Thalmann Financial Services Inc.,24.805999999999997,0.0,,2018.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ltsf,
LGL,"LGL Group, Inc. (The)",10.01,49185916.78,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lgl,
LBY,"Libbey, Inc.",2.73,61008664.08,,1993.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lby,
LLEX,"Lilis Energy, Inc.",0.33,30318217.05,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/llex,
LCTX,"Lineage Cell Therapeutics, Inc.",0.9606,143746932.2766,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/lctx,
MAG,MAG Silver Corporation,10.54,910492651.08,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mag,
MHH,"Mastech Digital, Inc",5.69,62778708.85,,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/mhh,
MTNB,"Matinas Biopharma Holdings, Inc.",0.7,113698734.1,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtnb,
MMX,Maverix Metals Inc.,4.0816,440601952.7072,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mmx,
MNI,McClatchy Company (The),2.92,23147032.72,,1988.0,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/mni,
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",28.54,0.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ipb,
MXC,Mexco Energy Corporation,4.01,8181065.66,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mxc,
MICR,"Micron Solutions, Inc.",2.15,6198856.35,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/micr,
MLSS,"Milestone Scientific, Inc.",0.8529,40504353.1995,,2015.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/mlss,
MRIC,"MRI Interventions, Inc.",4.11,57532314.3,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mric,
MYO,Myomo Inc.,0.5953,10203243.1698,,2017.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/myo,
NNVC,"NanoViricides, Inc.",1.76,6767060.96,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/nnvc,
ATEST,NASDAQ TEST STOCK,25.0,0.0,,,,,https://old.nasdaq.com/symbol/atest,
ATEST.A,NASDAQ TEST STOCK,,0.0,,,,,https://old.nasdaq.com/symbol/atest.a,
ATEST.B,NASDAQ TEST STOCK,,0.0,,,,,https://old.nasdaq.com/symbol/atest.b,
ATEST.C,NASDAQ TEST STOCK,,0.0,,,,,https://old.nasdaq.com/symbol/atest.c,
NHC,National HealthCare Corporation,79.78,1222133066.2,,,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/nhc,
NAVB,"Navidea Biopharmaceuticals, Inc.",0.6759,12206352.5154,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/navb,
NTIP,"Network-1 Technologies, Inc.",2.24,54111675.52,,,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/ntip,
NBW,Neuberger Berman California Municipal Fund Inc,14.05,77992168.2,,2002.0,,,https://old.nasdaq.com/symbol/nbw,
NHS,Neuberger Berman High Yield Strategies Fund,11.98,234096208.3,,,,,https://old.nasdaq.com/symbol/nhs,
NML,Neuberger Berman MLP and Energy Income Fund Inc.,6.95,393779549.6,,2013.0,,,https://old.nasdaq.com/symbol/nml,
NBH,Neuberger Berman Municipal Fund Inc.,15.56,292590831.28,,2002.0,,,https://old.nasdaq.com/symbol/nbh,
NBO,Neuberger Berman New York Municipal Fund Inc.,12.38,62858422.46,,2002.0,,,https://old.nasdaq.com/symbol/nbo,
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",5.6,265550152.0,,2003.0,,,https://old.nasdaq.com/symbol/nro,
GBR,"New Concept Energy, Inc",1.5,7697901.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/gbr,
NEN,New England Realty Associates Limited Partnership,57.31,210308558.46,,,Consumer Services,Building operators,https://old.nasdaq.com/symbol/nen,
NGD,New Gold Inc.,1.0,672865291.0,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ngd,
NXE,Nexgen Energy Ltd.,1.27,451880857.73,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nxe,
NAK,"Northern Dynasty Minerals, Ltd.",0.5587,212802063.0256,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nak,
NOG,"Northern Oil and Gas, Inc.",1.9,757254178.9,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nog,
NBY,"NovaBay Pharmaceuticals, Inc.",0.6044,15231998.14,,2007.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nby,
NG,Novagold Resources Inc.,6.45,2107785141.3,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ng,
NRCG,NRC Group Holdings Corp.,12.21,464595200.85,,2017.0,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/nrcg,
NRCG.WS,NRC Group Holdings Corp.,,0.0,,,,,https://old.nasdaq.com/symbol/nrcg.ws,
NTN,"NTN Buzztime, Inc.",3.39,9775837.92,,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/ntn,
NES,"Nuverra Environmental Solutions, Inc.",3.96,62207236.08,,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nes,
OCX,OncoCyte Corporation,1.78,92511637.4,,2015.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/ocx,
OGEN,Oragenics Inc.,0.441,20341038.123,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ogen,
PCG^A,Pacific Gas & Electric Co.,26.15,0.0,,,,,https://old.nasdaq.com/symbol/pcg^a,
PCG^B,Pacific Gas & Electric Co.,23.16,0.0,,,,,https://old.nasdaq.com/symbol/pcg^b,
PCG^C,Pacific Gas & Electric Co.,21.75,0.0,,,,,https://old.nasdaq.com/symbol/pcg^c,
PCG^D,Pacific Gas & Electric Co.,20.65,0.0,,,,,https://old.nasdaq.com/symbol/pcg^d,
PCG^E,Pacific Gas & Electric Co.,21.2658,0.0,,,,,https://old.nasdaq.com/symbol/pcg^e,
PCG^G,Pacific Gas & Electric Co.,21.88,0.0,,,,,https://old.nasdaq.com/symbol/pcg^g,
PCG^H,Pacific Gas & Electric Co.,19.075,0.0,,,,,https://old.nasdaq.com/symbol/pcg^h,
PCG^I,Pacific Gas & Electric Co.,19.59,0.0,,,,,https://old.nasdaq.com/symbol/pcg^i,
PTN,"Palatin Technologies, Inc.",0.8629,195912266.3327,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptn,
PZG,Paramount Gold Nevada Corp.,0.69,18298768.26,,2015.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/pzg,
PRK,Park National Corporation,93.62,1536642729.92,,,Finance,Major Banks,https://old.nasdaq.com/symbol/prk,
PED,Pedevco Corp.,1.4,75427891.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ped,
PFNX,Pfenex Inc.,8.62,272371243.04,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pfnx,
HNW,Pioneer Diversified High Income Trust,14.445,120367151.55,,2007.0,,,https://old.nasdaq.com/symbol/hnw,
PLAG,Planet Green Holdings Corp,3.5613,28055084.4945,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/plag,
PLG,Platinum Group Metals Ltd.,1.53,89620954.11,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/plg,
PLYM,"Plymouth Industrial REIT, Inc.",18.49,184092023.98,,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/plym,
PLYM^A,"Plymouth Industrial REIT, Inc.",26.39,0.0,,,,,https://old.nasdaq.com/symbol/plym^a,
PLM,Polymet Mining Corp.,0.3539,355750988.6601,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/plm,
PW,Power REIT,9.82,18392260.98,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pw,
PW^A,Power REIT,26.75,0.0,,,,,https://old.nasdaq.com/symbol/pw^a,
PLX,"Protalix BioTherapeutics, Inc.",0.1969,29216474.6731,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/plx,
